# dataset: GeoCSV 2.0
# delimiter: ,
# SID: HK_HKPS__BHZ
# sample_count: 28800
# sample_rate_hz: 40
# start_time: 2016-01-03T23:07:38.019500Z
# field_unit: Counts
# field_type: INTEGER
Sample
249
273
495
511
420
483
517
525
588
531
408
461
463
318
327
360
250
171
221
313
327
310
280
121
-92
-140
-113
-151
-220
-319
-369
-432
-554
-645
-727
-634
-516
-601
-593
-612
-730
-784
-827
-746
-649
-543
-402
-287
-200
-275
-280
-263
-432
-542
-477
-317
-142
27
34
4
-9
-127
-187
-237
-215
-69
104
157
94
114
23
-165
-202
-137
-159
-273
-329
-303
-257
-237
-336
-513
-496
-405
-424
-439
-413
-352
-352
-383
-298
-178
-185
-269
-245
-78
-17
-56
86
168
89
186
262
128
62
83
58
24
-32
20
113
-44
-108
102
220
169
91
48
-33
-196
-264
-188
-159
-99
67
112
23
-24
-69
-211
-290
-263
-216
-126
-110
-92
-22
-44
6
-36
-223
-271
-351
-452
-572
-631
-492
-512
-613
-578
-584
-632
-601
-601
-677
-702
-729
-751
-698
-587
-535
-509
-459
-542
-618
-502
-360
-405
-543
-525
-356
-321
-401
-281
-124
-97
-49
-43
-183
-256
-174
-92
-67
-38
9
-49
-93
-117
-220
-218
-253
-444
-574
-509
-491
-738
-882
-869
-922
-970
-986
-1009
-1110
-1079
-899
-855
-891
-914
-833
-657
-519
-451
-462
-366
-164
-168
-208
60
353
411
463
708
935
951
1110
1372
1419
1283
1112
1091
1125
1258
1516
1597
1546
1526
1452
1321
1297
1297
1266
1447
1659
1597
1547
1525
1284
1071
994
864
748
869
981
808
714
720
625
604
522
388
428
372
112
-112
-88
-32
-331
-646
-683
-747
-888
-923
-1043
-1285
-1372
-1436
-1487
-1391
-1345
-1335
-1463
-1757
-1829
-1799
-1991
-2150
-2092
-2038
-2067
-2114
-2060
-2006
-2200
-2335
-2358
-2494
-2372
-2140
-2151
-2112
-2012
-1927
-1794
-1659
-1481
-1371
-1358
-1302
-1227
-1211
-1130
-813
-629
-645
-446
-175
-21
124
370
696
912
1021
1103
1185
1377
1520
1518
1631
1790
1716
1560
1686
1923
1934
1851
1775
1795
1886
1822
1755
1863
1880
1621
1529
1540
1251
1099
1133
1178
1147
866
812
792
522
552
529
244
142
67
-152
-406
-497
-571
-908
-1101
-896
-812
-992
-926
-776
-890
-971
-1075
-1154
-1095
-1240
-1406
-1535
-1718
-1676
-1675
-1777
-1605
-1389
-1493
-1535
-1195
-1111
-1366
-1342
-1236
-1260
-1207
-1186
-1067
-821
-736
-620
-551
-634
-576
-457
-438
-544
-460
-200
-241
-133
131
70
81
137
5
-45
-70
-249
-311
-229
-36
146
95
117
183
173
172
186
225
104
37
170
194
187
318
405
341
290
300
277
312
401
356
239
168
147
250
456
677
784
690
666
759
670
621
700
711
769
785
799
811
744
862
1060
1143
1293
1480
1486
1463
1381
1161
986
809
782
790
712
891
1056
868
656
620
511
221
37
174
126
-324
-516
-424
-634
-985
-996
-969
-1091
-1169
-1355
-1534
-1524
-1618
-1795
-1686
-1511
-1581
-1656
-1610
-1487
-1398
-1493
-1514
-1401
-1365
-1303
-1221
-1208
-1128
-1038
-1160
-1196
-1080
-1206
-1303
-1245
-1244
-1121
-972
-948
-868
-673
-510
-416
-324
-256
-86
3
-54
43
54
40
72
8
140
206
97
108
86
67
39
38
252
342
243
256
371
479
463
329
372
566
532
409
452
444
312
261
229
149
148
178
226
210
123
110
-8
-209
-338
-497
-702
-779
-713
-732
-866
-1117
-1301
-1236
-1200
-1171
-1089
-1043
-1096
-1148
-896
-698
-732
-675
-450
-178
-156
-47
217
223
243
321
329
429
576
656
784
956
1022
1036
1003
1007
1018
922
918
968
959
929
906
841
674
673
628
376
323
246
110
108
1
-109
-177
-339
-435
-525
-731
-819
-766
-802
-971
-1090
-1025
-1000
-1086
-1025
-981
-1090
-1102
-1022
-911
-834
-783
-594
-467
-513
-464
-288
-215
-137
53
122
122
209
374
468
390
478
738
879
892
893
971
1061
1139
1045
987
1248
1263
1032
980
991
931
819
726
670
695
580
335
276
256
193
77
-39
-79
-252
-600
-785
-761
-767
-744
-788
-947
-1022
-1121
-1192
-1108
-1148
-1177
-1091
-1233
-1428
-1353
-1151
-1162
-1120
-856
-865
-896
-830
-943
-945
-793
-650
-441
-311
-434
-458
-379
-429
-415
-408
-516
-638
-522
-262
-210
-103
21
-56
-59
21
115
303
426
310
225
354
348
216
240
400
530
507
512
543
603
763
699
562
691
789
681
681
876
989
857
682
708
736
601
530
530
495
486
443
402
459
502
357
163
73
-59
-224
-320
-351
-361
-318
-377
-573
-673
-736
-815
-869
-849
-854
-1005
-1109
-1122
-1162
-1149
-969
-778
-785
-897
-942
-785
-718
-929
-932
-852
-986
-1095
-1098
-1124
-1227
-1261
-1207
-1152
-1284
-1514
-1531
-1524
-1545
-1489
-1439
-1363
-1149
-928
-964
-1112
-1222
-1233
-1152
-1125
-1047
-874
-657
-520
-465
-336
-322
-389
-233
-68
-50
12
163
401
577
674
906
1037
997
1115
1162
1104
1136
996
928
1031
1082
1122
1031
980
982
824
656
680
770
641
604
757
698
414
132
41
36
11
40
66
103
189
110
-135
-171
-134
-333
-364
-182
-170
-159
-144
-163
-228
-328
-303
-303
-230
-131
-133
-139
-171
-82
35
47
78
63
-13
82
306
442
524
569
638
675
587
590
633
539
457
484
543
696
897
905
744
542
340
185
172
256
357
402
229
122
124
-11
-97
-138
-237
-363
-444
-518
-591
-586
-677
-815
-884
-969
-957
-862
-854
-897
-956
-1066
-1169
-1226
-1323
-1383
-1287
-1222
-1238
-1241
-1317
-1315
-1141
-1028
-977
-998
-991
-935
-1027
-990
-920
-1014
-1089
-1199
-1141
-985
-966
-924
-946
-1010
-1028
-1099
-1065
-753
-581
-776
-809
-708
-702
-626
-695
-752
-628
-728
-760
-536
-474
-493
-394
-195
-69
-75
141
435
444
405
433
538
703
675
686
696
508
492
506
431
419
498
612
501
475
577
493
624
841
767
709
711
676
700
759
784
799
937
1084
1024
905
886
863
757
655
610
575
637
818
779
578
491
286
50
7
-68
-70
74
123
150
132
85
78
-14
-71
-161
-274
-299
-473
-595
-512
-440
-451
-487
-432
-530
-706
-678
-625
-584
-571
-708
-904
-935
-1008
-1064
-823
-806
-941
-848
-796
-801
-795
-668
-438
-431
-499
-419
-358
-373
-312
-142
-157
-317
-444
-555
-545
-558
-590
-512
-481
-508
-553
-518
-328
-165
-59
-2
-38
-160
-391
-540
-587
-616
-498
-327
-219
-172
-171
-160
-176
-161
-6
64
-27
-27
-29
-136
-188
-145
-75
-15
61
166
288
286
243
352
397
465
660
733
782
817
898
1050
867
586
591
574
487
522
583
615
589
502
438
337
268
276
233
270
359
258
106
55
-1
-148
-295
-227
-39
-34
-80
-43
5
70
51
40
28
-62
-193
-353
-365
-336
-428
-526
-616
-768
-937
-1007
-1003
-1029
-1072
-1128
-1180
-1193
-1222
-1246
-1365
-1521
-1599
-1719
-1839
-1899
-1932
-1962
-1957
-1917
-1909
-1972
-2004
-1979
-2029
-1998
-1824
-1599
-1396
-1324
-1190
-1008
-896
-726
-660
-707
-688
-670
-591
-497
-390
-178
6
120
125
168
287
328
315
274
420
655
645
650
802
889
972
1134
1288
1390
1478
1518
1639
1733
1717
1768
1746
1867
2014
1910
1929
1961
1845
1686
1578
1450
1287
1397
1370
1075
1004
939
783
843
879
568
306
252
80
-101
-135
-161
-254
-356
-325
-240
-298
-378
-483
-555
-618
-889
-1044
-1041
-1172
-1357
-1382
-1316
-1295
-1226
-1303
-1535
-1583
-1471
-1425
-1408
-1262
-1173
-1126
-933
-754
-746
-867
-834
-700
-720
-692
-506
-396
-398
-237
-69
-132
-248
-279
-141
75
255
376
352
317
356
369
335
271
250
309
354
341
310
397
447
231
151
273
268
154
85
205
341
262
66
-11
41
-55
-197
-327
-509
-503
-541
-707
-677
-591
-586
-512
-432
-482
-516
-534
-635
-626
-488
-357
-225
-200
-221
-195
-289
-265
-72
-70
-29
103
131
257
290
84
5
47
-100
-188
67
228
233
368
367
147
22
122
212
119
69
231
296
39
-134
-66
93
239
150
67
109
25
-141
-230
-99
41
-32
-96
-64
-36
-113
-330
-415
-360
-534
-611
-405
-386
-437
-314
-281
-484
-749
-866
-753
-742
-822
-626
-575
-713
-703
-826
-898
-802
-932
-1008
-870
-824
-752
-748
-882
-723
-453
-478
-475
-226
-101
-216
-273
-322
-332
-214
-208
-275
-252
-178
-216
-215
-118
-109
-61
-42
49
209
65
34
213
64
-156
-122
37
68
41
156
144
45
60
5
-120
-162
-112
-120
-121
-38
-123
-260
-289
-304
-276
-283
-302
-251
-192
-153
-189
-242
-266
-389
-511
-560
-605
-524
-515
-605
-510
-498
-657
-683
-532
-422
-543
-665
-591
-424
-323
-427
-477
-379
-371
-390
-410
-453
-447
-336
-318
-374
-162
-71
-146
-16
19
-11
10
-68
-34
117
141
240
526
552
347
375
413
329
405
485
439
449
498
582
673
513
347
411
424
353
327
432
570
522
376
326
352
286
124
72
161
284
299
268
366
352
133
51
157
148
92
55
-95
-148
-124
-179
-111
-87
-186
-95
-34
-69
-36
-43
-127
-315
-414
-433
-628
-718
-661
-673
-537
-368
-423
-566
-672
-725
-817
-849
-624
-490
-663
-614
-374
-421
-435
-373
-388
-303
-327
-353
-266
-265
-275
-327
-358
-227
-28
35
80
297
380
312
215
112
91
99
196
251
226
301
282
90
26
-2
-207
-283
-121
-28
-112
-133
56
140
-155
-471
-530
-576
-677
-677
-527
-455
-578
-600
-524
-725
-1049
-1124
-1176
-1360
-1406
-1414
-1520
-1542
-1608
-1735
-1632
-1452
-1486
-1536
-1352
-1258
-1437
-1559
-1561
-1467
-1308
-1149
-976
-872
-746
-596
-527
-426
-351
-333
-197
-2
187
353
411
375
355
356
389
493
557
621
705
684
577
562
658
666
674
749
779
849
849
729
668
636
701
858
923
870
844
914
834
555
333
265
214
136
214
357
304
213
234
232
114
25
179
283
237
330
361
325
355
287
214
250
329
378
401
426
529
635
536
413
367
300
222
136
118
98
46
28
-15
-100
-208
-308
-391
-359
-332
-393
-342
-283
-321
-278
-128
-211
-488
-516
-433
-541
-662
-646
-674
-689
-523
-489
-623
-678
-771
-827
-743
-685
-772
-792
-533
-375
-480
-575
-568
-554
-674
-684
-528
-506
-459
-446
-590
-566
-605
-860
-1011
-1043
-941
-946
-1044
-843
-699
-763
-757
-658
-595
-640
-575
-375
-179
-198
-262
-114
-124
-212
-173
-129
56
222
190
252
324
271
268
181
67
73
123
273
401
429
532
575
457
375
381
443
457
498
609
648
668
502
261
231
226
179
155
249
305
129
14
54
75
-16
-105
-110
-144
-199
-170
-48
-52
-184
-299
-365
-443
-539
-465
-485
-698
-638
-413
-397
-422
-297
-206
-229
-219
-250
-313
-345
-408
-437
-494
-532
-418
-369
-485
-543
-489
-526
-608
-485
-353
-322
-281
-288
-216
-241
-389
-434
-450
-428
-341
-144
-79
-131
7
94
70
116
52
-135
-166
-115
-115
-139
-155
-116
-114
-128
-80
-88
-102
-55
-165
-311
-330
-407
-399
-255
-257
-267
-167
-229
-300
-173
-113
-200
-157
46
76
5
181
458
545
587
602
586
764
873
879
918
896
996
974
812
916
911
738
715
680
572
491
520
413
127
136
227
-12
-232
-219
-234
-279
-343
-554
-657
-585
-642
-801
-885
-939
-1016
-1157
-1356
-1494
-1537
-1619
-1701
-1585
-1534
-1492
-1303
-1320
-1420
-1360
-1300
-1325
-1317
-1227
-1103
-1082
-1091
-1026
-1044
-1005
-951
-959
-822
-653
-561
-545
-501
-315
-276
-422
-416
-400
-509
-460
-285
-251
-228
15
220
141
109
255
222
51
70
206
241
269
385
463
340
134
134
146
153
268
329
490
570
541
488
260
193
214
175
186
184
269
297
221
191
69
-4
-11
-73
3
75
73
-9
-149
-91
-107
-199
-2
279
370
228
114
123
41
-22
-128
-299
-344
-362
-371
-354
-455
-611
-707
-839
-925
-906
-849
-735
-672
-662
-669
-754
-832
-787
-731
-715
-652
-618
-529
-391
-419
-418
-216
-94
-24
97
62
82
226
330
381
468
764
815
565
596
643
591
660
619
624
715
621
565
682
778
762
698
703
703
688
690
629
585
532
539
632
534
366
488
702
550
280
243
253
229
147
60
87
0
-158
-214
-281
-286
-438
-657
-506
-458
-692
-720
-669
-787
-971
-1039
-1010
-1067
-940
-586
-600
-797
-675
-614
-753
-706
-608
-625
-611
-593
-637
-734
-726
-566
-486
-580
-571
-395
-413
-560
-602
-759
-897
-778
-731
-788
-735
-681
-636
-683
-880
-957
-902
-846
-768
-688
-635
-560
-516
-582
-546
-498
-601
-575
-459
-367
-372
-553
-475
-234
-232
-287
-246
-59
49
84
177
106
114
394
484
297
297
554
622
456
412
399
438
482
272
183
244
138
40
-13
-120
-130
-61
-19
32
10
-59
-104
-134
-197
-348
-365
-245
-232
-299
-273
-205
-237
-219
-270
-454
